LAT,LONG,LAT*LONG,Tweet ID,
-71.08722532,42.34926983,-3010.492087,705175117207212000," u'I wish I parked closer to this shindig. @ Commonwealth Ave https://t.co/uDUnRVFMDd'],"
-71.07738434,42.35079206,-3010.183524,705175536008613000," u""#HandBag chic! Why don't they make men's bags?! At the launch of the early spring issue of\u2026 https://t.co/7fEVkAuHhH""],"
-71.1017172,42.36405958,-3012.157384,705175886442541000," u'\u201cThe most important moment of the season is now\u201d \u2013 Klopp https://t.co/E7PIxWoXAv https://t.co/9DT9XncdB4'],"
-71.08253807,42.34862566,-3010.247796,705176779036688000,"u'Damn son. #makeup @ SEPHORA https://t.co/tjoJJg206O'],"
-71.10201208,42.36328636,-3012.114899,705177233321762000,"u""@redbullbcone @IamSkillkid thanks for the tweet Y'all!!!""],"
-71.08645441,42.3456462,-3010.201848,705177257573134000," u'Sometimes you just need to breakdown to have all the pieces you need to build yourself up again.\u2026 https://t.co/2OyC6nU7cD'],"
-71.08416667,42.34916667,-3010.355222,705179085648097000," u'Wanna be Bostonian \U0001f46d #boston #newburystreet @ Newbury Street https://t.co/nlueXEBOvX'],"
-71.08594279,42.36225098,-3011.36055,705179385440157000," u'Keytar Bear is awesome. \U0001f43b\U0001f3b9\U0001f3b8#keytarbearboston #keytarbear #keytar #busking #boston @ Kendall\u2026 https://t.co/ffrIsz8nCB'],"
-71.1039734,42.3609581,-3012.032438,705181901259206000," u'Had so much fun on Supper w/ David Crespo and Gian G(aliano) talking about all things Mean Girls\u2026 https://t.co/OaK8k09qnI'],"
-71.10093689,42.34367371,-3010.674872,705183470075699000," u'What\u2019s a good game for iPhone that will keep me entertain for HOURS!!!'],"
-71.09048981,42.37708334,-3012.607611,705183515420303000,"u""I'm at Target in Somerville, MA https://t.co/7tekRBD24p""],"
-71.0955089,42.34879096,-3010.808845,705183862398144000,"u'Just posted a photo @ Island Creek Oyster Bar https://t.co/kaBTIh4sZr'],"
-71.09385,42.34851,-3010.718618,705184037426622000," u""I can't stop eating. #hotdogheaven #datenight @ Lower Depths https://t.co/b6CazIa3Jg""],"
-71.0955089,42.34879096,-3010.808845,705184578940473000,"u'Just posted a photo @ Island Creek Oyster Bar https://t.co/S2hWjTvk8k'],"
-71.0697327,42.3580704,-3010.376741,705185326860365000," u'We are at this wonderful #Persian #restaurant; we order a bunch of #dishes and thought we were\u2026 https://t.co/bhESvxRLWA'],"
-71.08492468,42.3464423,-3010.193661,705185395236016000," u""I'm at Hilton Boston Back Bay - @hiltonhotels in Boston, MA https://t.co/5XqwGBkwbI""],"
-71.1017172,42.36405958,-3012.157384,705186463923568000," u'Video: Jurgen Klopp post-match press conference \u2013 #Liverpool 3-0 Man City https://t.co/xeygMMRqNp https://t.co/X95KSZhA79'],"
-71.0955089,42.34879096,-3010.808845,705186724377309000,"u'Just posted a photo @ Island Creek Oyster Bar https://t.co/nvf5lN0bkI'],"
-71.08565,42.34706,-3010.268286,705187365036273000," u""When you're strange #coffee @ Kings Bowling Boston https://t.co/jNWtihisjJ""],"
-71.0697327,42.3580704,-3010.376741,705187441250926000," u'This is round one: #eggplant, #tapanade, #lamb #tongue and #shirazi #salad #persianfood @ Lala Rokh https://t.co/YrV4bAtII7'],"
-71.0955089,42.34879096,-3010.808845,705187466412560000,"u'Just posted a photo @ Island Creek Oyster Bar https://t.co/7eRaTgZW4x'],"
-71.076,42.35,-3010.0686,705188195269545000," u'Copley Square\n#copleysquare #copley #boston #massachusetts #usa @ Copley Square https://t.co/UPLy4Fp7bw'],"
-71.08163,42.34893,-3010.230973,705188562082406000," u'\U0001f43b\U0001f49b\U0001f3d2 @ Capital One Bank https://t.co/KqzQiLEuC1'],"
-71.10177957,42.36409228,-3012.162351,705190243410939000," u'#Liverpool get League Cup final revenge by thrashing Manchester City https://t.co/3yGB4CGd1z https://t.co/R0o6LHVRFh'],"
-71.0955089,42.34879096,-3010.808845,705190626300538000," u""Papa Double with Maggie Campbell's Privateer Navy rum @ Island Creek Oyster Bar https://t.co/vq39yIB99m""],"
-71.0955089,42.34879096,-3010.808845,705190851895398000,"u'Just posted a photo @ Island Creek Oyster Bar https://t.co/kcuM6FfE8E'],"
-71.09844809,42.34445967,-3010.625368,705192116566110000," u'Not everyone is lucky enough to have a @caratram in their life. From bike cleaning in Southie to\u2026 https://t.co/QYWKbLC5oE'],"
-71.0884705,42.3468094,-3010.369911,705192551679205000," u""The greatest! Can't wait to play with this guy in #challengethestats!\u2026 https://t.co/ywvb4gJE1Q""],"
-71.095053,42.350134,-3010.885021,705192574454251000," u'Thank you my friends. RT @totc: @QuartoCooks @WarrenBobrow1 It was a great chat indeed!'],"
-71.10364715,42.34928852,-3011.188868,705193352371818000," u'Commonwealth Avenue\n#commonwealth #boston #massachusetts #usa @ Commonwealth Avenue https://t.co/1LY7cu69RB'],"
-71.08566284,42.371765,-3012.025001,705193807873232000," u""I'm at East Side Bar &amp; Grill in East Cambridge, MA https://t.co/Ii4aV6NUkj""],"
-71.10364715,42.34928852,-3011.188868,705193940581031000," u'Architectural detail\n#commonwealth #boston #massachusetts #usa @ Commonwealth Avenue https://t.co/aQSDQUHrNB'],"
-71.0955089,42.34879096,-3010.808845,705193997648556000,"u'Just posted a photo @ Island Creek Oyster Bar https://t.co/2HOPs94Tnb'],"
